Account name,Date,Transaction type,Transaction number,Name,Description,Full name,Account name,Amount line,Balance
PayPal Bank 3,09/22/2023,Deposit,62U70074NG588442W,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 62U70074NG588442W
https://www.paypal.com/activity/payment/62U70074NG588442W",PayPal Bank 3,--,$9.84,"$954,678.58"
Donations directed by individuals,09/22/2023,Deposit,62U70074NG588442W,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.80,"$954,689.38"
PayPal Fees,09/22/2023,Deposit,62U70074NG588442W,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.96,"$954,690.34"
PayPal Bank 3,09/22/2023,Deposit,88R446250Y7316242,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 88R446250Y7316242
https://www.paypal.com/activity/payment/88R446250Y7316242",PayPal Bank 3,--,$24.61,"$954,714.95"
Donations directed by individuals,09/22/2023,Deposit,88R446250Y7316242,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$26.25,"$954,741.20"
PayPal Fees,09/22/2023,Deposit,88R446250Y7316242,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.64,"$954,742.84"
PayPal Bank 3,09/22/2023,Deposit,4DU45549MF817090U,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 4DU45549MF817090U
https://www.paypal.com/activity/payment/4DU45549MF817090U",PayPal Bank 3,--,$295.36,"$955,038.20"
Donations directed by individuals,09/22/2023,Deposit,4DU45549MF817090U,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$309.43,"$955,347.63"
PayPal Fees,09/22/2023,Deposit,4DU45549MF817090U,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$14.07,"$955,361.70"
PayPal Bank 3,09/22/2023,Deposit,37M9982877917680H,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 37M9982877917680H
https://www.paypal.com/activity/payment/37M9982877917680H",PayPal Bank 3,--,$47.31,"$955,409.01"
Donations directed by individuals,09/22/2023,Deposit,37M9982877917680H,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$50.00,"$955,459.01"
PayPal Fees,09/22/2023,Deposit,37M9982877917680H,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.69,"$955,461.70"
PayPal Bank 3,09/22/2023,Deposit,2J0737363Y461772B,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 2J0737363Y461772B
https://www.paypal.com/activity/payment/2J0737363Y461772B",PayPal Bank 3,--,$50.00,"$955,511.70"
Donations directed by individuals,09/22/2023,Deposit,2J0737363Y461772B,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99,"$955,563.69"
PayPal Fees,09/22/2023,Deposit,2J0737363Y461772B,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99,"$955,565.68"
PayPal Bank 3,09/22/2023,Deposit,8DP06760HA213550T,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 8DP06760HA213550T
https://www.paypal.com/activity/payment/8DP06760HA213550T",PayPal Bank 3,--,$95.12,"$955,660.80"
Donations directed by individuals,09/22/2023,Deposit,8DP06760HA213550T,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00,"$955,760.80"
PayPal Fees,09/22/2023,Deposit,8DP06760HA213550T,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.88,"$955,765.68"
PayPal Bank 3,09/22/2023,Deposit,79T58871KV7282044,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Note: Donation
Transaction ID: 79T58871KV7282044
https://www.paypal.com/activity/payment/79T58871KV7282044",PayPal Bank 3,--,$49.22,"$955,814.90"
Donations directed by individuals,09/22/2023,Deposit,79T58871KV7282044,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99,"$955,866.89"
PayPal Fees,09/22/2023,Deposit,79T58871KV7282044,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.77,"$955,869.66"
PayPal Bank 3,09/22/2023,Deposit,18A67829770385820,07 1000 DRONES RESTR,"Subject: GeneralPage
Note: На дрони
Transaction ID: 18A67829770385820
https://www.paypal.com/activity/payment/18A67829770385820",PayPal Bank 3,--,$60.00,"$955,929.66"
Donations directed by individuals,09/22/2023,Deposit,18A67829770385820,07 1000 DRONES RESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$62.29,"$955,991.95"
PayPal Fees,09/22/2023,Deposit,18A67829770385820,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.29,"$955,994.24"
PayPal Bank 3,09/22/2023,Deposit,6T766570VD482513B,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 6T766570VD482513B
https://www.paypal.com/activity/payment/6T766570VD482513B",PayPal Bank 3,--,"$1,000.00","$956,994.24"
Donations directed by individuals,09/22/2023,Deposit,6T766570VD482513B,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,"$1,030.26","$958,024.50"
PayPal Fees,09/22/2023,Deposit,6T766570VD482513B,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$30.26,"$958,054.76"
PayPal Bank 3,09/22/2023,Deposit,55A40333WE240125A,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 55A40333WE240125A
https://www.paypal.com/activity/payment/55A40333WE240125A",PayPal Bank 3,--,$100.00,"$958,154.76"
Donations directed by individuals,09/22/2023,Deposit,55A40333WE240125A,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48,"$958,258.24"
PayPal Fees,09/22/2023,Deposit,55A40333WE240125A,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.48,"$958,261.72"
PayPal Bank 3,09/22/2023,Deposit,6FG66895L05966507,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 6FG66895L05966507
https://www.paypal.com/activity/payment/6FG66895L05966507",PayPal Bank 3,--,$9.22,"$958,270.94"
Donations directed by individuals,09/22/2023,Deposit,6FG66895L05966507,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.00,"$958,280.94"
PayPal Fees,09/22/2023,Deposit,6FG66895L05966507,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.78,"$958,281.72"
PayPal Bank 3,09/22/2023,Deposit,1YC99974WR7018030,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 1YC99974WR7018030
https://www.paypal.com/activity/payment/1YC99974WR7018030",PayPal Bank 3,--,$309.29,"$958,591.01"
Donations directed by individuals,09/22/2023,Deposit,1YC99974WR7018030,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$324.00,"$958,915.01"
PayPal Fees,09/22/2023,Deposit,1YC99974WR7018030,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$14.71,"$958,929.72"
PayPal Bank 3,09/22/2023,Deposit,8MT22434X3405901G,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 8MT22434X3405901G
https://www.paypal.com/activity/payment/8MT22434X3405901G",PayPal Bank 3,--,$200.00,"$959,129.72"
Donations directed by individuals,09/22/2023,Deposit,8MT22434X3405901G,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$206.46,"$959,336.18"
PayPal Fees,09/22/2023,Deposit,8MT22434X3405901G,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$6.46,"$959,342.64"
PayPal Bank 3,09/22/2023,Deposit,7PB45841N2255362C,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 7PB45841N2255362C
https://www.paypal.com/activity/payment/7PB45841N2255362C",PayPal Bank 3,--,$50.00,"$959,392.64"
Donations directed by individuals,09/22/2023,Deposit,7PB45841N2255362C,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99,"$959,444.63"
PayPal Fees,09/22/2023,Deposit,7PB45841N2255362C,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99,"$959,446.62"
PayPal Bank 3,09/22/2023,Deposit,650606103C4454220,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 650606103C4454220
https://www.paypal.com/activity/payment/650606103C4454220",PayPal Bank 3,--,$4.29,"$959,450.91"
Donations directed by individuals,09/22/2023,Deposit,650606103C4454220,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$5.00,"$959,455.91"
PayPal Fees,09/22/2023,Deposit,650606103C4454220,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.71,"$959,456.62"
PayPal Bank 3,09/22/2023,Deposit,0DL42607RN849551L,07 1000 DRONES RESTR,"Subject: 1000DRONES
Note: Please, use it for 1000 drones project
Transaction ID: 0DL42607RN849551L
https://www.paypal.com/activity/payment/0DL42607RN849551L",PayPal Bank 3,--,$250.00,"$959,706.62"
Donations directed by individuals,09/22/2023,Deposit,0DL42607RN849551L,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$257.94,"$959,964.56"
PayPal Fees,09/22/2023,Deposit,0DL42607RN849551L,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$7.94,"$959,972.50"
PayPal Bank 3,09/22/2023,Deposit,46R29326G5970974T,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 46R29326G5970974T
https://www.paypal.com/activity/payment/46R29326G5970974T",PayPal Bank 3,--,$196.91,"$960,169.41"
Donations directed by individuals,09/22/2023,Deposit,46R29326G5970974T,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$206.46,"$960,375.87"
PayPal Fees,09/22/2023,Deposit,46R29326G5970974T,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$9.55,"$960,385.42"
PayPal Bank 3,09/22/2023,Deposit,5JV46588W6831142V,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 5JV46588W6831142V
https://www.paypal.com/activity/payment/5JV46588W6831142V",PayPal Bank 3,--,$59.07,"$960,444.49"
Donations directed by individuals,09/22/2023,Deposit,5JV46588W6831142V,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$62.29,"$960,506.78"
PayPal Fees,09/22/2023,Deposit,5JV46588W6831142V,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.22,"$960,510.00"
PayPal Bank 3,09/22/2023,Deposit,9Y845883Y0615392K,07 1000 DRONES RESTR,"Subject: 1000DRONES
Transaction ID: 9Y845883Y0615392K
https://www.paypal.com/activity/payment/9Y845883Y0615392K",PayPal Bank 3,--,$96.62,"$960,606.62"
Donations directed by individuals,09/22/2023,Deposit,9Y845883Y0615392K,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00,"$960,706.62"
PayPal Fees,09/22/2023,Deposit,9Y845883Y0615392K,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.38,"$960,710.00"
PayPal Bank 3,09/22/2023,Deposit,0G042750TL522281W,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 0G042750TL522281W
https://www.paypal.com/activity/payment/0G042750TL522281W",PayPal Bank 3,--,$50.00,"$960,760.00"
Donations directed by individuals,09/22/2023,Deposit,0G042750TL522281W,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99,"$960,811.99"
PayPal Fees,09/22/2023,Deposit,0G042750TL522281W,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99,"$960,813.98"
PayPal Bank 3,09/22/2023,Deposit,4EF86051BH146503E,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 4EF86051BH146503E
https://www.paypal.com/activity/payment/4EF86051BH146503E",PayPal Bank 3,--,$9.84,"$960,823.82"
Donations directed by individuals,09/22/2023,Deposit,4EF86051BH146503E,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.80,"$960,834.62"
PayPal Fees,09/22/2023,Deposit,4EF86051BH146503E,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.96,"$960,835.58"
PayPal Bank 3,09/22/2023,Deposit,21U29675HP241023U,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Note: Thank you for the t-shirt!
Transaction ID: 21U29675HP241023U
https://www.paypal.com/activity/payment/21U29675HP241023U",PayPal Bank 3,--,$50.00,"$960,885.58"
Donations directed by individuals,09/22/2023,Deposit,21U29675HP241023U,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99,"$960,937.57"
PayPal Fees,09/22/2023,Deposit,21U29675HP241023U,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99,"$960,939.56"
PayPal Bank 3,09/22/2023,Deposit,9YP68072543870357,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Note: Slava Ukraine
Transaction ID: 9YP68072543870357
https://www.paypal.com/activity/payment/9YP68072543870357",PayPal Bank 3,--,$47.31,"$960,986.87"
Donations directed by individuals,09/22/2023,Deposit,9YP68072543870357,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$50.00,"$961,036.87"
PayPal Fees,09/22/2023,Deposit,9YP68072543870357,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.69,"$961,039.56"
PayPal Bank 3,09/22/2023,Deposit,7KG23107D52272627,08 VICTORY DRONES RESTR,"Subject: VictoryDrones
Transaction ID: 7KG23107D52272627
https://www.paypal.com/activity/payment/7KG23107D52272627",PayPal Bank 3,--,$147.68,"$961,187.24"
Donations directed by individuals,09/22/2023,Deposit,7KG23107D52272627,08 VICTORY DRONES RESTR,VICTORY DRONES - VICTORY DRONES,Contributed income:Donations directed by individuals,PayPal Bank 3,$154.97,"$961,342.21"
PayPal Fees,09/22/2023,Deposit,7KG23107D52272627,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$7.29,"$961,349.50"
PayPal Bank 3,09/22/2023,Deposit,6WD9090860272945L,07 1000 DRONES RESTR,"Subject: 1000 DRONES FOR UKRAINE
Transaction ID: 6WD9090860272945L
https://www.paypal.com/activity/payment/6WD9090860272945L",PayPal Bank 3,--,$24.61,"$961,374.11"
Donations directed by individuals,09/22/2023,Deposit,6WD9090860272945L,07 1000 DRONES RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$26.25,"$961,400.36"
PayPal Fees,09/22/2023,Deposit,6WD9090860272945L,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.64,"$961,402.00"
PayPal Bank 3,09/22/2023,Deposit,8K996993MM0083000,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 8K996993MM0083000
https://www.paypal.com/activity/payment/8K996993MM0083000",PayPal Bank 3,--,$18.63,"$961,420.63"
Donations directed by individuals,09/22/2023,Deposit,8K996993MM0083000,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.00,"$961,440.63"
PayPal Fees,09/22/2023,Deposit,8K996993MM0083000,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.37,"$961,442.00"
PayPal Bank 3,09/22/2023,Deposit,7MW98715D4012090M,04 PAYPAL GENERAL UNRESTR,"Transaction ID: 7MW98715D4012090M
https://www.paypal.com/activity/payment/7MW98715D4012090M",PayPal Bank 3,--,"$1,486.04","$962,928.04"
Donations directed by individuals,09/22/2023,Deposit,7MW98715D4012090M,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,"$1,555.90","$964,483.94"
PayPal Fees,09/22/2023,Deposit,7MW98715D4012090M,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$69.86,"$964,553.80"
PayPal Bank 3,09/22/2023,Deposit,4423625751190935J,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 4423625751190935J
https://www.paypal.com/activity/payment/4423625751190935J",PayPal Bank 3,--,$485.06,"$965,038.86"
Donations directed by individuals,09/22/2023,Deposit,4423625751190935J,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$500.00,"$965,538.86"
PayPal Fees,09/22/2023,Deposit,4423625751190935J,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$14.94,"$965,553.80"
PayPal Bank 3,09/22/2023,Deposit,5W864208RS8400105,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 5W864208RS8400105
https://www.paypal.com/activity/payment/5W864208RS8400105",PayPal Bank 3,--,$18.93,"$965,572.73"
Donations directed by individuals,09/22/2023,Deposit,5W864208RS8400105,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.00,"$965,592.73"
PayPal Fees,09/22/2023,Deposit,5W864208RS8400105,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.07,"$965,593.80"
PayPal Bank 3,09/22/2023,Deposit,4NE28628HT7618908,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 4NE28628HT7618908
https://www.paypal.com/activity/payment/4NE28628HT7618908",PayPal Bank 3,--,$29.53,"$965,623.33"
Donations directed by individuals,09/22/2023,Deposit,4NE28628HT7618908,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$31.40,"$965,654.73"
PayPal Fees,09/22/2023,Deposit,4NE28628HT7618908,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.87,"$965,656.60"
PayPal Bank 3,09/22/2023,Deposit,9VS7331018499004H,08 VICTORY DRONES RESTR,"Subject: GeneralPage
Note: For Victory Drones! Слава Україні!
Transaction ID: 9VS7331018499004H
https://www.paypal.com/activity/payment/9VS7331018499004H",PayPal Bank 3,--,$246.13,"$965,902.73"
Donations directed by individuals,09/22/2023,Deposit,9VS7331018499004H,08 VICTORY DRONES RESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$257.94,"$966,160.67"
PayPal Fees,09/22/2023,Deposit,9VS7331018499004H,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$11.81,"$966,172.48"
PayPal Bank 3,09/22/2023,Deposit,9S703561N7594014R,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 9S703561N7594014R
https://www.paypal.com/activity/payment/9S703561N7594014R",PayPal Bank 3,--,$147.68,"$966,320.16"
Donations directed by individuals,09/22/2023,Deposit,9S703561N7594014R,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$154.97,"$966,475.13"
PayPal Fees,09/22/2023,Deposit,9S703561N7594014R,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$7.29,"$966,482.42"
PayPal Bank 3,09/22/2023,Deposit,57E40748W0072523J,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Note: Україна переможе! Дякую вам.
Transaction ID: 57E40748W0072523J
https://www.paypal.com/activity/payment/57E40748W0072523J",PayPal Bank 3,--,$98.45,"$966,580.87"
Donations directed by individuals,09/22/2023,Deposit,57E40748W0072523J,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48,"$966,684.35"
PayPal Fees,09/22/2023,Deposit,57E40748W0072523J,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$5.03,"$966,689.38"
PayPal Bank 3,09/22/2023,Deposit,6DW31737BH104914M,08 VICTORY DRONES RESTR,"Subject: VictoryDrones
Note: Victory drones
Transaction ID: 6DW31737BH104914M
https://www.paypal.com/activity/payment/6DW31737BH104914M",PayPal Bank 3,--,$193.73,"$966,883.11"
Donations directed by individuals,09/22/2023,Deposit,6DW31737BH104914M,08 VICTORY DRONES RESTR,VICTORY DRONES - VICTORY DRONES,Contributed income:Donations directed by individuals,PayPal Bank 3,$200.00,"$967,083.11"
